meta_analytical_study,no.,sources,year_of_experiment,country,lat,lon,experiment_type,crop,crop_type,water_magement,rainfallmm,irrigation_amountmm,n_fertilizerkg_ha,p_fertilizerkg_ha,k_fertilizerkg_ha,soil_texture,bulk_densityg_cm3,s_phwater,s_socg_kg,s_tng_kg,s_c:n,b_phwater,b_totalcg_kg,b_totalng_kg,b_c:n,biochar_ratet_ha,yc_mean,yc_sd,yc_n,yr_mean,yr_sd,yr_n,nuec_mean,nuec_sd,nuec_n,nuer_mean,nuer_sd,nuer_n,socc_mean,socc_sd,socc_n,socr_mean,socr_sd,socr_n,phc_mean,phc_sd,phc_n,phr_mean,phr_sd,phr_n,sbdc_mean,sbdc_sd,sbdc_n,sbdr_mean,sbdr_sd,sbdr_n
,2135,"Xiao et al., 2016",2012,61006,35.3,107.9,,,grain,,400,,225,,,,,,,,,,,,,0,,,,,,,,,,,,,19.9,2.24565240704829,,,,,7.89,0.670234289205007,,,,,1.36,0.101547238424491,,,,
,2136,"Xiao et al., 2016",2012,61006,35.3,107.9,,,grain,,400,,225,,,,,,,,,,,,,10,,,,,,,,,,,,,19.9,2.24565240704829,,,,,7.89,0.670234289205007,,,,,1.36,0.101547238424491,,,,
,2137,"Xiao et al., 2016",2012,61006,35.3,107.9,,,grain,,400,,225,,,,,,,,,,,,,20,,,,,,,,,,,,,19.9,2.24565240704829,,,,,7.89,0.670234289205007,,,,,1.36,0.101547238424491,,,,
,2138,"Xiao et al., 2016",2012,61006,35.3,107.9,,,grain,,400,,225,,,,,,,,,,,,,30,,,,,,,,,,,,,19.9,2.24565240704829,,,,,7.89,0.670234289205007,,,,,1.36,0.101547238424491,,,,
,2139,"Xiao et al., 2016",2014,61006,35.3,107.9,,,grain,,400,,225,,,,,,,,,,,,,0,,,,,,,,,,,,,19.9,2.24565240704829,,,,,7.89,0.670234289205007,,,,,1.36,0.101547238424491,,1.38,0.0985469925361456,
,2140,"Xiao et al., 2016",2014,61006,35.3,107.9,,,grain,,400,,225,,,,,,,,,,,,,10,,,,,,,,,,,,,19.9,2.24565240704829,,,,,7.89,0.670234289205007,,,,,1.36,0.101547238424491,,1.34,0.0956905579698806,
,2141,"Xiao et al., 2016",2014,61006,35.3,107.9,,,grain,,400,,225,,,,,,,,,,,,,20,,,,,,,,,,,,,19.9,2.24565240704829,,,,,7.89,0.670234289205007,,,,,1.36,0.101547238424491,,1.31,0.0935482320451818,
,2142,"Xiao et al., 2016",2014,61006,35.3,107.9,,,grain,,400,,225,,,,,,,,,,,,,30,,,,,,,,,,,,,19.9,2.24565240704829,,,,,7.89,0.670234289205007,,,,,1.36,0.101547238424491,,1.27,0.0906917974789167,
,2143,"Tammeorga et al., 2014",2011,Finland002,60.2,25,,,grain,,575,,100,,,2,,,,,,,,,,0,,,,,,,,,,,,,36.77,4.14937884458119,,,,,7.5,0.637104837647345,,6.29,0.56745933597248,,1.3,0.0970672131998812,,1,0.0714108641566273,
,2144,"Tammeorga et al., 2014",2011,Finland002,60.2,25,,,grain,,575,,100,,,2,,,,,,,,,,5,,,,,,,,,,,,,36.77,4.14937884458119,,,,,7.5,0.637104837647345,,6.17,0.556633402694786,,1.3,0.0970672131998812,,,,
,2145,"Tammeorga et al., 2014",2011,Finland002,60.2,25,,,grain,,575,,100,,,2,,,,,,,,,,10,,,,,,,,,,,,,36.77,4.14937884458119,,,,,7.5,0.637104837647345,,6.32,0.570165819291904,,1.3,0.0970672131998812,,1.11,0.0792660592138563,
,2146,"Tammeorga et al., 2014",2011,Finland002,60.2,25,,,grain,,575,,100,,,2,,,,,,,,,,20,,,,,,,,,,,,,36.77,4.14937884458119,,,,,7.5,0.637104837647345,,6.38,0.575578785930751,,1.3,0.0970672131998812,,,,
,2147,"Tammeorga et al., 2014",2011,Finland002,60.2,25,,,grain,,575,,100,,,2,,,,,,,,,,30,,,,,,,,,,,,,36.77,4.14937884458119,,,,,7.5,0.637104837647345,,6.39,0.576480947037226,,1.3,0.0970672131998812,,1.04,0.0742672987228924,
,2148,"Tammeorga et al., 2014",2012,Finland002,60.2,25,,,grain,,575,,100,,,2,,,,,,,,,,0,,,,,,,,,,,,,36.77,4.14937884458119,,,,,7.5,0.637104837647345,,6.38,0.575578785930751,,1.3,0.0970672131998812,,1.21,0.086407145629519,
,2149,"Tammeorga et al., 2014",2012,Finland002,60.2,25,,,grain,,575,,100,,,2,,,,,,,,,,5,,,,,,,,,,,,,36.77,4.14937884458119,,,,,7.5,0.637104837647345,,6.26,0.564752852653057,,1.3,0.0970672131998812,,,,
,2150,"Tammeorga et al., 2014",2012,Finland002,60.2,25,,,grain,,575,,100,,,2,,,,,,,,,,10,,,,,,,,,,,,,36.77,4.14937884458119,,,,,7.5,0.637104837647345,,6.17,0.556633402694786,,1.3,0.0970672131998812,,1.07,0.0764096246475912,
,2151,"Tammeorga et al., 2014",2012,Finland002,60.2,25,,,grain,,575,,100,,,2,,,,,,,,,,20,,,,,,,,,,,,,36.77,4.14937884458119,,,,,7.5,0.637104837647345,,6.25,0.563850691546582,,1.3,0.0970672131998812,,,,
,2152,"Tammeorga et al., 2014",2012,Finland002,60.2,25,,,grain,,575,,100,,,2,,,,,,,,,,30,,,,,,,,,,,,,36.77,4.14937884458119,,,,,7.5,0.637104837647345,,6.31,0.569263658185429,,1.3,0.0970672131998812,,1.02,0.0728390814397598,
,2153,"Xiao et al., 2015",2012,61007,35.3,107.9,,,grain,,400,,225,,,,,,,,,,,,,0,,,,,,,,,,,,,12.2783,1.3855675351488,,9.63,1.0711984607878,,7.89,0.670234289205007,,8.03,0.724435368499049,,1.36,0.101547238424491,,1.39,0.0992611011777119,
,2154,"Xiao et al., 2015",2012,61007,35.3,107.9,,,grain,,400,,225,,,,,,,,,,,,,10,,,,,,,,,,,,,12.2783,1.3855675351488,,12.7,1.41269163572223,,7.89,0.670234289205007,,7.99,0.720826724073151,,1.36,0.101547238424491,,1.33,0.0949764493283143,
,2155,"Xiao et al., 2015",2012,61007,35.3,107.9,,,grain,,400,,225,,,,,,,,,,,,,20,,,,,,,,,,,,,12.2783,1.3855675351488,,15.29,1.70079174096007,,7.89,0.670234289205007,,8.15,0.735261301776743,,1.36,0.101547238424491,,1.28,0.0914059061204829,
,2156,"Xiao et al., 2015",2012,61007,35.3,107.9,,,grain,,400,,225,,,,,,,,,,,,,30,,,,,,,,,,,,,19.9,2.24565240704829,,18.23,2.02782429285167,,7.89,0.670234289205007,,8.19,0.738869946202641,,1.36,0.101547238424491,,1.27,0.0906917974789167,
,2157,"Xiao et al., 2015",2012,61007,35.3,107.9,,,grain,,400,,225,,,,,,,,,,,,,0,,,,,,,,,,,,,12.2783,1.3855675351488,,9.61,1.06897374955044,,7.89,0.670234289205007,,7.94,0.716315918540778,,1.36,0.101547238424491,,1.36,0.0971187752530131,
,2158,"Xiao et al., 2015",2012,61007,35.3,107.9,,,grain,,400,,225,,,,,,,,,,,,,20,,,,,,,,,,,,,12.2783,1.3855675351488,,13.43,1.49389359588579,,7.89,0.670234289205007,,8.06,0.727141851818472,,1.36,0.101547238424491,,1.32,0.094262340686748,
,2159,"Xiao et al., 2015",2013,61007,35.3,107.9,,,grain,,400,,225,,,,,,,,,,,,,0,,,,,,,,,,,,,12.2783,1.3855675351488,,8.79,0.977760588818771,,7.89,0.670234289205007,,8,0.721728885179625,,1.36,0.101547238424491,,1.38,0.0985469925361456,
,2160,"Xiao et al., 2015",2013,61007,35.3,107.9,,,grain,,400,,225,,,,,,,,,,,,,10,,,,,,,,,,,,,12.2783,1.3855675351488,,10.46,1.16352397713815,,7.89,0.670234289205007,,8.03,0.724435368499049,,1.36,0.101547238424491,,1.32,0.094262340686748,
,2161,"Xiao et al., 2015",2013,61007,35.3,107.9,,,grain,,400,,225,,,,,,,,,,,,,20,,,,,,,,,,,,,12.2783,1.3855675351488,,13.09,1.45607350485071,,7.89,0.670234289205007,,7.95,0.717218079647252,,1.36,0.101547238424491,,1.3,0.0928341234036155,
,2162,"Xiao et al., 2015",2013,61007,35.3,107.9,,,grain,,400,,225,,,,,,,,,,,,,30,,,,,,,,,,,,,19.9,2.24565240704829,,17.95,1.99667833552866,,7.89,0.670234289205007,,7.98,0.719924562966676,,1.36,0.101547238424491,,1.27,0.0906917974789167,
,2163,"Xiao et al., 2015",2013,61007,35.3,107.9,,,grain,,400,,225,,,,,,,,,,,,,0,,,,,,,,,,,,,12.2783,1.3855675351488,,8.87,0.986659433768202,,7.89,0.670234289205007,,7.93,0.715413757434303,,1.36,0.101547238424491,,1.33,0.0949764493283143,
,2164,"Xiao et al., 2015",2013,61007,35.3,107.9,,,grain,,400,,225,,,,,,,,,,,,,20,,,,,,,,,,,,,12.2783,1.3855675351488,,12.77,1.42047812505298,,7.89,0.670234289205007,,7.79,0.70278350194366,,1.36,0.101547238424491,,1.29,0.0921200147620492,
,2165,"Jin et al., 2019",2012,36004,28.6,116.4,,,tubers,,450,,90,,,31.6,,,,,,,,,,0,,,,,,,,,,,,,9.45,1.06640277621137,,8.89,0.98888414500556,,4.24,0.360176601549966,,4.78,0.431233008894826,,1.23,0.0918405171045029,,1.34,0.0956905579698806,
,2166,"Jin et al., 2019",2012,36004,28.6,116.4,,,tubers,,450,,90,,,31.6,,,,,,,,,,2.5,,,,,,,,,,,,,9.45,1.06640277621137,,9.05,1.00668183490442,,4.24,0.360176601549966,,4.84,0.436645975533673,,1.23,0.0918405171045029,,1.33,0.0949764493283143,
,2167,"Jin et al., 2019",2012,36004,28.6,116.4,,,tubers,,450,,90,,,31.6,,,,,,,,,,5,,,,,,,,,,,,,9.45,1.06640277621137,,9.62,1.07008610516912,,4.24,0.360176601549966,,4.88,0.440254619959571,,1.23,0.0918405171045029,,1.29,0.0921200147620492,
,2168,"Jin et al., 2019",2012,36004,28.6,116.4,,,tubers,,450,,90,,,31.6,,,,,,,,,,10,,,,,,,,,,,,,9.45,1.06640277621137,,9.98,1.11013090744156,,4.24,0.360176601549966,,5.01,0.45198271434374,,1.23,0.0918405171045029,,1.22,0.0871212542710853,
,2169,"Jin et al., 2019",2012,36004,28.6,116.4,,,tubers,,450,,90,,,31.6,,,,,,,,,,20,,,,,,,,,,,,,9.45,1.06640277621137,,12.87,1.43160168123977,,4.24,0.360176601549966,,5.19,0.468221614260282,,1.23,0.0918405171045029,,1.17,0.0835507110632539,
,2170,"Jin et al., 2019",2012,36004,28.6,116.4,,,tubers,,450,,90,,,31.6,,,,,,,,,,30,,,,,,,,,,,,,9.45,1.06640277621137,,15.09,1.67854462858649,,4.24,0.360176601549966,,5.21,0.470025936473231,,1.23,0.0918405171045029,,1,0.0714108641566273,
,2171,"Jin et al., 2019",2012,36004,28.6,116.4,,,tubers,,450,,90,,,31.6,,,,,,,,,,40,,,,,,,,,,,,,9.45,1.06640277621137,,17.31,1.92548757593321,,4.24,0.360176601549966,,5.31,0.479047547537976,,1.23,0.0918405171045029,,0.91,0.0649838863825308,
,2172,"Jin et al., 2019",2013,36004,28.6,116.4,,,tubers,,450,,90,,,31.6,,,,,,,,,,0,,,,,,,,,,,,,9.45,1.06640277621137,,9,1.00112005681103,,4.24,0.360176601549966,,4.65,0.419504914510657,,1.23,0.0918405171045029,,1.29,0.0921200147620492,
,2173,"Jin et al., 2019",2013,36004,28.6,116.4,,,tubers,,450,,90,,,31.6,,,,,,,,,,2.5,,,,,,,,,,,,,9.45,1.06640277621137,,9.15,1.01780539109121,,4.24,0.360176601549966,,4.76,0.429428686681877,,1.23,0.0918405171045029,,1.21,0.086407145629519,
,2174,"Jin et al., 2019",2013,36004,28.6,116.4,,,tubers,,450,,90,,,31.6,,,,,,,,,,5,,,,,,,,,,,,,9.45,1.06640277621137,,9.72,1.08120966135591,,4.24,0.360176601549966,,4.88,0.440254619959571,,1.23,0.0918405171045029,,1.16,0.0828366024216876,
,2175,"Jin et al., 2019",2013,36004,28.6,116.4,,,tubers,,450,,90,,,31.6,,,,,,,,,,10,,,,,,,,,,,,,9.45,1.06640277621137,,9.62,1.07008610516912,,4.24,0.360176601549966,,4.79,0.432135170001301,,1.23,0.0918405171045029,,1.12,0.0799801678554226,
,2176,"Jin et al., 2019",2013,36004,28.6,116.4,,,tubers,,450,,90,,,31.6,,,,,,,,,,20,,,,,,,,,,,,,9.45,1.06640277621137,,12.2,1.35707385478828,,4.24,0.360176601549966,,4.91,0.442961103278995,,1.23,0.0918405171045029,,1.07,0.0764096246475912,
,2177,"Jin et al., 2019",2013,36004,28.6,116.4,,,tubers,,450,,90,,,31.6,,,,,,,,,,30,,,,,,,,,,,,,9.45,1.06640277621137,,13.49,1.50056772959786,,4.24,0.360176601549966,,5.04,0.454689197663164,,1.23,0.0918405171045029,,1.09,0.0778378419307237,
,2178,"Jin et al., 2019",2013,36004,28.6,116.4,,,tubers,,450,,90,,,31.6,,,,,,,,,,40,,,,,,,,,,,,,9.45,1.06640277621137,,14.21,1.58065733414275,,4.24,0.360176601549966,,5.04,0.454689197663164,,1.23,0.0918405171045029,,1,0.0714108641566273,
,2179,"Jin et al., 2019",2014,36004,28.6,116.4,,,tubers,,450,,90,,,31.6,,,,,,,,,,0,,,,,,,,,,,,,9.45,1.06640277621137,,9,1.00112005681103,,4.24,0.360176601549966,,4.62,0.416798431191234,,1.23,0.0918405171045029,,1.24,0.0885494715542179,
,2180,"Jin et al., 2019",2014,36004,28.6,116.4,,,tubers,,450,,90,,,31.6,,,,,,,,,,2.5,,,,,,,,,,,,,9.45,1.06640277621137,,9.31,1.03560308099007,,4.24,0.360176601549966,,4.75,0.428526525575402,,1.23,0.0918405171045029,,1.21,0.086407145629519,
,2181,"Jin et al., 2019",2014,36004,28.6,116.4,,,tubers,,450,,90,,,31.6,,,,,,,,,,5,,,,,,,,,,,,,9.45,1.06640277621137,,9.51,1.05785019336365,,4.24,0.360176601549966,,4.73,0.426722203362453,,1.23,0.0918405171045029,,1.2,0.0856930369879528,
,2182,"Jin et al., 2019",2014,36004,28.6,116.4,,,tubers,,450,,90,,,31.6,,,,,,,,,,10,,,,,,,,,,,,,9.45,1.06640277621137,,9.82,1.0923332175427,,4.24,0.360176601549966,,4.79,0.432135170001301,,1.23,0.0918405171045029,,1.22,0.0871212542710853,
,2183,"Jin et al., 2019",2014,36004,28.6,116.4,,,tubers,,450,,90,,,31.6,,,,,,,,,,20,,,,,,,,,,,,,9.45,1.06640277621137,,11.58,1.28810780643019,,4.24,0.360176601549966,,4.86,0.438450297746622,,1.23,0.0918405171045029,,1.13,0.0806942764969888,
,2184,"Jin et al., 2019",2014,36004,28.6,116.4,,,tubers,,450,,90,,,31.6,,,,,,,,,,30,,,,,,,,,,,,,9.45,1.06640277621137,,13.13,1.46052292732542,,4.24,0.360176601549966,,4.81,0.43393949221425,,1.23,0.0918405171045029,,1.1,0.07855195057229,
,2185,"Jin et al., 2019",2014,36004,28.6,116.4,,,tubers,,450,,90,,,31.6,,,,,,,,,,40,,,,,,,,,,,,,9.45,1.06640277621137,,13.34,1.48388239531768,,4.24,0.360176601549966,,5.01,0.45198271434374,,1.23,0.0918405171045029,,1.1,0.07855195057229,
,2186,"Jin et al., 2019",2015,36004,28.6,116.4,,,tubers,,450,,90,,,31.6,,,,,,,,,,0,,,,,,,,,,,,,9.45,1.06640277621137,,8.94,0.994445923098954,,4.24,0.360176601549966,,4.56,0.411385464552386,,1.23,0.0918405171045029,,1.22,0.0871212542710853,
,2187,"Jin et al., 2019",2015,36004,28.6,116.4,,,tubers,,450,,90,,,31.6,,,,,,,,,,2.5,,,,,,,,,,,,,9.45,1.06640277621137,,9.25,1.028928947278,,4.24,0.360176601549966,,4.6,0.414994108978284,,1.23,0.0918405171045029,,1.17,0.0835507110632539,
,2188,"Jin et al., 2019",2015,36004,28.6,116.4,,,tubers,,450,,90,,,31.6,,,,,,,,,,5,,,,,,,,,,,,,9.45,1.06640277621137,,9.15,1.01780539109121,,4.24,0.360176601549966,,4.76,0.429428686681877,,1.23,0.0918405171045029,,1.19,0.0849789283463865,
,2189,"Jin et al., 2019",2015,36004,28.6,116.4,,,tubers,,450,,90,,,31.6,,,,,,,,,,10,,,,,,,,,,,,,9.45,1.06640277621137,,9.72,1.08120966135591,,4.24,0.360176601549966,,4.73,0.426722203362453,,1.23,0.0918405171045029,,1.09,0.0778378419307237,
,2190,"Jin et al., 2019",2015,36004,28.6,116.4,,,tubers,,450,,90,,,31.6,,,,,,,,,,20,,,,,,,,,,,,,9.45,1.06640277621137,,10.6,1.17909695579966,,4.24,0.360176601549966,,4.78,0.431233008894826,,1.23,0.0918405171045029,,1.08,0.0771237332891575,
,2191,"Jin et al., 2019",2015,36004,28.6,116.4,,,tubers,,450,,90,,,31.6,,,,,,,,,,30,,,,,,,,,,,,,9.45,1.06640277621137,,11.79,1.31146727442245,,4.24,0.360176601549966,,4.79,0.432135170001301,,1.23,0.0918405171045029,,1.03,0.0735531900813261,
,2192,"Jin et al., 2019",2015,36004,28.6,116.4,,,tubers,,450,,90,,,31.6,,,,,,,,,,40,,,,,,,,,,,,,9.45,1.06640277621137,,13.28,1.47720826160561,,4.24,0.360176601549966,,4.75,0.428526525575402,,1.23,0.0918405171045029,,1.01,0.0721249727981936,
,2193,"Jin et al., 2019",2016,36004,28.6,116.4,,,tubers,,450,,90,,,31.6,,,,,,,,,,0,,,,,,,,,,,,,9.45,1.06640277621137,,8.38,0.932154008452935,,4.24,0.360176601549966,,4.34,0.391537920209947,,1.23,0.0918405171045029,,1.21,0.086407145629519,
,2194,"Jin et al., 2019",2016,36004,28.6,116.4,,,tubers,,450,,90,,,31.6,,,,,,,,,,2.5,,,,,,,,,,,,,9.45,1.06640277621137,,8.5,0.945502275877082,,4.24,0.360176601549966,,4.36,0.393342242422896,,1.23,0.0918405171045029,,1.2,0.0856930369879528,
,2195,"Jin et al., 2019",2016,36004,28.6,116.4,,,tubers,,450,,90,,,31.6,,,,,,,,,,5,,,,,,,,,,,,,9.45,1.06640277621137,,8.41,0.935491075308972,,4.24,0.360176601549966,,4.36,0.393342242422896,,1.23,0.0918405171045029,,1.17,0.0835507110632539,
,2196,"Jin et al., 2019",2016,36004,28.6,116.4,,,tubers,,450,,90,,,31.6,,,,,,,,,,10,,,,,,,,,,,,,9.45,1.06640277621137,,8.58,0.954401120826513,,4.24,0.360176601549966,,4.58,0.413189786765335,,1.23,0.0918405171045029,,1.16,0.0828366024216876,
,2197,"Jin et al., 2019",2016,36004,28.6,116.4,,,tubers,,450,,90,,,31.6,,,,,,,,,,20,,,,,,,,,,,,,9.45,1.06640277621137,,10.39,1.1557374878074,,4.24,0.360176601549966,,4.51,0.406874659020014,,1.23,0.0918405171045029,,1.17,0.0835507110632539,
,2198,"Jin et al., 2019",2016,36004,28.6,116.4,,,tubers,,450,,90,,,31.6,,,,,,,,,,30,,,,,,,,,,,,,9.45,1.06640277621137,,11.28,1.25473713786982,,4.24,0.360176601549966,,4.64,0.418602753404183,,1.23,0.0918405171045029,,1.08,0.0771237332891575,
,2199,"Jin et al., 2019",2016,36004,28.6,116.4,,,tubers,,450,,90,,,31.6,,,,,,,,,,40,,,,,,,,,,,,,9.45,1.06640277621137,,12.62,1.4037927907728,,4.24,0.360176601549966,,4.66,0.420407075617132,,1.23,0.0918405171045029,,1.09,0.0778378419307237,
,2200,"Jin et al., 2019",2012,36004,28.6,116.4,,,tubers,,450,,90,,,31.6,,,,,,,,,,0,,,,,,,,,,,,,9.45,1.06640277621137,,8.89,0.98888414500556,,4.24,0.360176601549966,,4.78,0.431233008894826,,1.23,0.0918405171045029,,1.34,0.0956905579698806,
,2201,"Jin et al., 2019",2012,36004,28.6,116.4,,,tubers,,450,,90,,,31.6,,,,,,,,,,2.5,,,,,,,,,,,,,9.45,1.06640277621137,,9.05,1.00668183490442,,4.24,0.360176601549966,,4.84,0.436645975533673,,1.23,0.0918405171045029,,1.33,0.0949764493283143,
,2202,"Jin et al., 2019",2012,36004,28.6,116.4,,,tubers,,450,,90,,,31.6,,,,,,,,,,5,,,,,,,,,,,,,9.45,1.06640277621137,,9.62,1.07008610516912,,4.24,0.360176601549966,,4.88,0.440254619959571,,1.23,0.0918405171045029,,1.29,0.0921200147620492,
,2203,"Jin et al., 2019",2012,36004,28.6,116.4,,,tubers,,450,,90,,,31.6,,,,,,,,,,10,,,,,,,,,,,,,9.45,1.06640277621137,,9.98,1.11013090744156,,4.24,0.360176601549966,,5.01,0.45198271434374,,1.23,0.0918405171045029,,1.22,0.0871212542710853,
,2204,"Jin et al., 2019",2012,36004,28.6,116.4,,,tubers,,450,,90,,,31.6,,,,,,,,,,20,,,,,,,,,,,,,9.45,1.06640277621137,,12.87,1.43160168123977,,4.24,0.360176601549966,,5.19,0.468221614260282,,1.23,0.0918405171045029,,1.17,0.0835507110632539,
,2205,"Jin et al., 2019",2012,36004,28.6,116.4,,,tubers,,450,,90,,,31.6,,,,,,,,,,30,,,,,,,,,,,,,9.45,1.06640277621137,,15.09,1.67854462858649,,4.24,0.360176601549966,,5.21,0.470025936473231,,1.23,0.0918405171045029,,1,0.0714108641566273,
,2206,"Jin et al., 2019",2012,36004,28.6,116.4,,,tubers,,450,,90,,,31.6,,,,,,,,,,40,,,,,,,,,,,,,9.45,1.06640277621137,,17.31,1.92548757593321,,4.24,0.360176601549966,,5.31,0.479047547537976,,1.23,0.0918405171045029,,0.91,0.0649838863825308,
,2207,"Jin et al., 2019",2013,36004,28.6,116.4,,,tubers,,450,,90,,,31.6,,,,,,,,,,0,,,,,,,,,,,,,9.45,1.06640277621137,,9,1.00112005681103,,4.24,0.360176601549966,,4.65,0.419504914510657,,1.23,0.0918405171045029,,1.29,0.0921200147620492,
,2208,"Jin et al., 2019",2013,36004,28.6,116.4,,,tubers,,450,,90,,,31.6,,,,,,,,,,2.5,,,,,,,,,,,,,9.45,1.06640277621137,,9.15,1.01780539109121,,4.24,0.360176601549966,,4.76,0.429428686681877,,1.23,0.0918405171045029,,1.21,0.086407145629519,
,2209,"Jin et al., 2019",2013,36004,28.6,116.4,,,tubers,,450,,90,,,31.6,,,,,,,,,,5,,,,,,,,,,,,,9.45,1.06640277621137,,9.72,1.08120966135591,,4.24,0.360176601549966,,4.88,0.440254619959571,,1.23,0.0918405171045029,,1.16,0.0828366024216876,
,2210,"Jin et al., 2019",2013,36004,28.6,116.4,,,tubers,,450,,90,,,31.6,,,,,,,,,,10,,,,,,,,,,,,,9.45,1.06640277621137,,9.62,1.07008610516912,,4.24,0.360176601549966,,4.79,0.432135170001301,,1.23,0.0918405171045029,,1.12,0.0799801678554226,
,2211,"Jin et al., 2019",2013,36004,28.6,116.4,,,tubers,,450,,90,,,31.6,,,,,,,,,,20,,,,,,,,,,,,,9.45,1.06640277621137,,12.2,1.35707385478828,,4.24,0.360176601549966,,4.91,0.442961103278995,,1.23,0.0918405171045029,,1.07,0.0764096246475912,
,2212,"Jin et al., 2019",2013,36004,28.6,116.4,,,tubers,,450,,90,,,31.6,,,,,,,,,,30,,,,,,,,,,,,,9.45,1.06640277621137,,13.49,1.50056772959786,,4.24,0.360176601549966,,5.04,0.454689197663164,,1.23,0.0918405171045029,,1.09,0.0778378419307237,
,2213,"Jin et al., 2019",2013,36004,28.6,116.4,,,tubers,,450,,90,,,31.6,,,,,,,,,,40,,,,,,,,,,,,,9.45,1.06640277621137,,14.21,1.58065733414275,,4.24,0.360176601549966,,5.04,0.454689197663164,,1.23,0.0918405171045029,,1,0.0714108641566273,
,2214,"Jin et al., 2019",2014,36004,28.6,116.4,,,tubers,,450,,90,,,31.6,,,,,,,,,,0,,,,,,,,,,,,,9.45,1.06640277621137,,9,1.00112005681103,,4.24,0.360176601549966,,4.62,0.416798431191234,,1.23,0.0918405171045029,,1.24,0.0885494715542179,
,2215,"Jin et al., 2019",2014,36004,28.6,116.4,,,tubers,,450,,90,,,31.6,,,,,,,,,,2.5,,,,,,,,,,,,,9.45,1.06640277621137,,9.31,1.03560308099007,,4.24,0.360176601549966,,4.75,0.428526525575402,,1.23,0.0918405171045029,,1.21,0.086407145629519,
,2216,"Jin et al., 2019",2014,36004,28.6,116.4,,,tubers,,450,,90,,,31.6,,,,,,,,,,5,,,,,,,,,,,,,9.45,1.06640277621137,,9.51,1.05785019336365,,4.24,0.360176601549966,,4.73,0.426722203362453,,1.23,0.0918405171045029,,1.2,0.0856930369879528,
,2217,"Jin et al., 2019",2014,36004,28.6,116.4,,,tubers,,450,,90,,,31.6,,,,,,,,,,10,,,,,,,,,,,,,9.45,1.06640277621137,,9.82,1.0923332175427,,4.24,0.360176601549966,,4.79,0.432135170001301,,1.23,0.0918405171045029,,1.22,0.0871212542710853,
,2218,"Jin et al., 2019",2014,36004,28.6,116.4,,,tubers,,450,,90,,,31.6,,,,,,,,,,20,,,,,,,,,,,,,9.45,1.06640277621137,,11.58,1.28810780643019,,4.24,0.360176601549966,,4.86,0.438450297746622,,1.23,0.0918405171045029,,1.13,0.0806942764969888,
,2219,"Jin et al., 2019",2014,36004,28.6,116.4,,,tubers,,450,,90,,,31.6,,,,,,,,,,30,,,,,,,,,,,,,9.45,1.06640277621137,,13.13,1.46052292732542,,4.24,0.360176601549966,,4.81,0.43393949221425,,1.23,0.0918405171045029,,1.1,0.07855195057229,
,2220,"Jin et al., 2019",2014,36004,28.6,116.4,,,tubers,,450,,90,,,31.6,,,,,,,,,,40,,,,,,,,,,,,,9.45,1.06640277621137,,13.34,1.48388239531768,,4.24,0.360176601549966,,5.01,0.45198271434374,,1.23,0.0918405171045029,,1.1,0.07855195057229,
,2221,"Jin et al., 2019",2015,36004,28.6,116.4,,,tubers,,450,,90,,,31.6,,,,,,,,,,0,,,,,,,,,,,,,9.45,1.06640277621137,,8.94,0.994445923098954,,4.24,0.360176601549966,,4.56,0.411385464552386,,1.23,0.0918405171045029,,1.22,0.0871212542710853,
,2222,"Jin et al., 2019",2015,36004,28.6,116.4,,,tubers,,450,,90,,,31.6,,,,,,,,,,2.5,,,,,,,,,,,,,9.45,1.06640277621137,,9.25,1.028928947278,,4.24,0.360176601549966,,4.6,0.414994108978284,,1.23,0.0918405171045029,,1.17,0.0835507110632539,
,2223,"Jin et al., 2019",2015,36004,28.6,116.4,,,tubers,,450,,90,,,31.6,,,,,,,,,,5,,,,,,,,,,,,,9.45,1.06640277621137,,9.15,1.01780539109121,,4.24,0.360176601549966,,4.76,0.429428686681877,,1.23,0.0918405171045029,,1.19,0.0849789283463865,
,2224,"Jin et al., 2019",2015,36004,28.6,116.4,,,tubers,,450,,90,,,31.6,,,,,,,,,,10,,,,,,,,,,,,,9.45,1.06640277621137,,9.72,1.08120966135591,,4.24,0.360176601549966,,4.73,0.426722203362453,,1.23,0.0918405171045029,,1.09,0.0778378419307237,
,2225,"Jin et al., 2019",2015,36004,28.6,116.4,,,tubers,,450,,90,,,31.6,,,,,,,,,,20,,,,,,,,,,,,,9.45,1.06640277621137,,10.6,1.17909695579966,,4.24,0.360176601549966,,4.78,0.431233008894826,,1.23,0.0918405171045029,,1.08,0.0771237332891575,
,2226,"Jin et al., 2019",2015,36004,28.6,116.4,,,tubers,,450,,90,,,31.6,,,,,,,,,,30,,,,,,,,,,,,,9.45,1.06640277621137,,11.79,1.31146727442245,,4.24,0.360176601549966,,4.79,0.432135170001301,,1.23,0.0918405171045029,,1.03,0.0735531900813261,
,2227,"Jin et al., 2019",2015,36004,28.6,116.4,,,tubers,,450,,90,,,31.6,,,,,,,,,,40,,,,,,,,,,,,,9.45,1.06640277621137,,13.28,1.47720826160561,,4.24,0.360176601549966,,4.75,0.428526525575402,,1.23,0.0918405171045029,,1.01,0.0721249727981936,
