meta_analytical_study,no.,sources,year_of_experiment,country,lat,lon,experiment_type,crop,crop_type,water_magement,rainfallmm,irrigation_amountmm,n_fertilizerkg_ha,p_fertilizerkg_ha,k_fertilizerkg_ha,soil_texture,bulk_densityg_cm3,s_phwater,s_socg_kg,s_tng_kg,s_c:n,b_phwater,b_totalcg_kg,b_totalng_kg,b_c:n,biochar_ratet_ha,yc_mean,yc_sd,yc_n,yr_mean,yr_sd,yr_n,nuec_mean,nuec_sd,nuec_n,nuer_mean,nuer_sd,nuer_n,socc_mean,socc_sd,socc_n,socr_mean,socr_sd,socr_n,phc_mean,phc_sd,phc_n,phr_mean,phr_sd,phr_n,sbdc_mean,sbdc_sd,sbdc_n,sbdr_mean,sbdr_sd,sbdr_n
,2228,"Jin et al., 2019",2016,36004,28.6,116.4,,,tubers,,450,,90,,,31.6,,,,,,,,,,0,,,,,,,,,,,,,9.45,1.06640277621137,,8.38,0.932154008452935,,4.24,0.360176601549966,,4.34,0.391537920209947,,1.23,0.0918405171045029,,1.21,0.086407145629519,
,2229,"Jin et al., 2019",2016,36004,28.6,116.4,,,tubers,,450,,90,,,31.6,,,,,,,,,,2.5,,,,,,,,,,,,,9.45,1.06640277621137,,8.5,0.945502275877082,,4.24,0.360176601549966,,4.36,0.393342242422896,,1.23,0.0918405171045029,,1.2,0.0856930369879528,
,2230,"Jin et al., 2019",2016,36004,28.6,116.4,,,tubers,,450,,90,,,31.6,,,,,,,,,,5,,,,,,,,,,,,,9.45,1.06640277621137,,8.41,0.935491075308972,,4.24,0.360176601549966,,4.36,0.393342242422896,,1.23,0.0918405171045029,,1.17,0.0835507110632539,
,2231,"Jin et al., 2019",2016,36004,28.6,116.4,,,tubers,,450,,90,,,31.6,,,,,,,,,,10,,,,,,,,,,,,,9.45,1.06640277621137,,8.58,0.954401120826513,,4.24,0.360176601549966,,4.58,0.413189786765335,,1.23,0.0918405171045029,,1.16,0.0828366024216876,
,2232,"Jin et al., 2019",2016,36004,28.6,116.4,,,tubers,,450,,90,,,31.6,,,,,,,,,,20,,,,,,,,,,,,,9.45,1.06640277621137,,10.39,1.1557374878074,,4.24,0.360176601549966,,4.51,0.406874659020014,,1.23,0.0918405171045029,,1.17,0.0835507110632539,
,2233,"Jin et al., 2019",2016,36004,28.6,116.4,,,tubers,,450,,90,,,31.6,,,,,,,,,,30,,,,,,,,,,,,,9.45,1.06640277621137,,11.28,1.25473713786982,,4.24,0.360176601549966,,4.64,0.418602753404183,,1.23,0.0918405171045029,,1.08,0.0771237332891575,
,2234,"Jin et al., 2019",2016,36004,28.6,116.4,,,tubers,,450,,90,,,31.6,,,,,,,,,,40,,,,,,,,,,,,,9.45,1.06640277621137,,12.62,1.4037927907728,,4.24,0.360176601549966,,4.66,0.420407075617132,,1.23,0.0918405171045029,,1.09,0.0778378419307237,
,2235,"Greenberg et al., 2019",2012,Germany001,53,11.5,,,grain,,650,,118.667,,,,,,,,,,,,,0,,,,,,,,,,,,,6.3,0.710935184140916,,,,,5.8,0.492694407780614,,5.97,0.538590180565295,,1.41,0.105280592778333,,,,
,2236,"Greenberg et al., 2019",2012,Germany001,53,11.5,,,grain,,650,,118.667,,,,,,,,,,,,,3,,,,,,,,,,,,,6.3,0.710935184140916,,,,,5.8,0.492694407780614,,5.87,0.52956856950055,,1.41,0.105280592778333,,,,
,2237,"Greenberg et al., 2019",2012,Germany001,53,11.5,,,grain,,650,,118.667,,,,,,,,,,,,,40,,,,,,,,,,,,,6.3,0.710935184140916,,,,,5.8,0.492694407780614,,6.3,0.568361497078955,,1.41,0.105280592778333,,,,
,2238,"Greenberg et al., 2019",2012,Germany001,53,11.5,,,grain,,650,,118.667,,,,,,,,,,,,,0,,,,,,,,,,,,,6.3,0.710935184140916,,,,,5.8,0.492694407780614,,5.97,0.538590180565295,,1.41,0.105280592778333,,,,
,2239,"Greenberg et al., 2019",2012,Germany001,53,11.5,,,grain,,650,,118.667,,,,,,,,,,,,,3,,,,,,,,,,,,,6.3,0.710935184140916,,,,,5.8,0.492694407780614,,5.87,0.52956856950055,,1.41,0.105280592778333,,,,
,2240,"Greenberg et al., 2019",2012,Germany001,53,11.5,,,grain,,650,,118.667,,,,,,,,,,,,,40,,,,,,,,,,,,,6.3,0.710935184140916,,,,,5.8,0.492694407780614,,6.3,0.568361497078955,,1.41,0.105280592778333,,,,
,2241,"Greenberg et al., 2019",2012,Germany001,53,11.5,,,grain,,650,,118.667,,,,,,,,,,,,,0,,,,,,,,,,,,,6.3,0.710935184140916,,,,,5.8,0.492694407780614,,5.97,0.538590180565295,,1.41,0.105280592778333,,,,
,2242,"Greenberg et al., 2019",2012,Germany001,53,11.5,,,grain,,650,,118.667,,,,,,,,,,,,,3,,,,,,,,,,,,,6.3,0.710935184140916,,,,,5.8,0.492694407780614,,5.87,0.52956856950055,,1.41,0.105280592778333,,,,
,2243,"Greenberg et al., 2019",2012,Germany001,53,11.5,,,grain,,650,,118.667,,,,,,,,,,,,,40,,,,,,,,,,,,,6.3,0.710935184140916,,,,,5.8,0.492694407780614,,6.3,0.568361497078955,,1.41,0.105280592778333,,,,
,2244,"Greenberg et al., 2019",2012,Germany001,53,11.5,,,grain,,650,,118.667,,,,,,,,,,,,,0,,,,,,,,,,,,,6.3,0.710935184140916,,,,,5.8,0.492694407780614,,5.97,0.538590180565295,,1.41,0.105280592778333,,,,
,2245,"Greenberg et al., 2019",2012,Germany001,53,11.5,,,grain,,650,,118.667,,,,,,,,,,,,,3,,,,,,,,,,,,,6.3,0.710935184140916,,,,,5.8,0.492694407780614,,5.87,0.52956856950055,,1.41,0.105280592778333,,,,
,2246,"Greenberg et al., 2019",2012,Germany001,53,11.5,,,grain,,650,,118.667,,,,,,,,,,,,,40,,,,,,,,,,,,,6.3,0.710935184140916,,,,,5.8,0.492694407780614,,6.3,0.568361497078955,,1.41,0.105280592778333,,,,
,2247,"Greenberg et al., 2019",2012,Germany001,53,11.5,,,grain,,650,,118.667,,,,,,,,,,,,,0,,,,,,,,,,,,,6.3,0.710935184140916,,,,,5.8,0.492694407780614,,5.97,0.538590180565295,,1.41,0.105280592778333,,1.31,0.0935482320451818,
,2248,"Greenberg et al., 2019",2012,Germany001,53,11.5,,,grain,,650,,118.667,,,,,,,,,,,,,3,,,,,,,,,,,,,6.3,0.710935184140916,,,,,5.8,0.492694407780614,,5.87,0.52956856950055,,1.41,0.105280592778333,,1.31,0.0935482320451818,
,2249,"Greenberg et al., 2019",2012,Germany001,53,11.5,,,grain,,650,,118.667,,,,,,,,,,,,,40,,,,,,,,,,,,,6.3,0.710935184140916,,,,,5.8,0.492694407780614,,6.3,0.568361497078955,,1.41,0.105280592778333,,1.27,0.0906917974789167,
,2250,"Liu et al., 2020",2012,41004,33.1,113.2,,,grain,,500,,180,,,,,,,,,,,,,0,,,,,,,,,,,,,13.24,1.49409235524218,,12.59,1.40045572391676,,5.92,0.502888085182971,,5.6,0.505210219625738,,1.5,0.112000630615247,,,,
,2251,"Liu et al., 2020",2012,41004,33.1,113.2,,,grain,,500,,180,,,,,,,,,,,,,4.5,,,,,,,,,,,,,13.24,1.49409235524218,,14.57,1.62070213641519,,5.92,0.502888085182971,,5.59,0.504308058519263,,1.5,0.112000630615247,,,,
,2252,"Liu et al., 2020",2012,41004,33.1,113.2,,,grain,,,,72,,,,,,,,,,,,,0,,,,,,,,,,,,,13.24,1.49409235524218,,14.26,1.58621911223614,,5.92,0.502888085182971,,5.46,0.492579964135094,,1.5,0.112000630615247,,,,
,2253,"Liu et al., 2020",2012,41004,33.1,113.2,,,grain,,,,72,,,,,,,,,,,,,4.5,,,,,,,,,,,,,13.24,1.49409235524218,,15.33,1.70524116343478,,5.92,0.502888085182971,,5.62,0.507014541838687,,1.5,0.112000630615247,,,,
,2254,"Liu et al., 2020",2012,41004,33.1,113.2,,,grain,,500,,210,,,,,,,,,,,,,0,,,,,,,,,,,,,13.24,1.49409235524218,,,,,5.92,0.502888085182971,,,,,1.5,0.112000630615247,,,,
,2255,"Liu et al., 2020",2012,41004,33.1,113.2,,,grain,,500,,210,,,,,,,,,,,,,4.5,,,,,,,,,,,,,13.24,1.49409235524218,,,,,5.92,0.502888085182971,,,,,1.5,0.112000630615247,,,,
,2256,"Liu et al., 2020",2012,41004,33.1,113.2,,,grain,,,,84,,,,,,,,,,,,,0,,,,,,,,,,,,,13.24,1.49409235524218,,,,,5.92,0.502888085182971,,,,,1.5,0.112000630615247,,,,
,2257,"Liu et al., 2020",2012,41004,33.1,113.2,,,grain,,,,84,,,,,,,,,,,,,4.5,,,,,,,,,,,,,13.24,1.49409235524218,,,,,5.92,0.502888085182971,,,,,1.5,0.112000630615247,,,,
,2258,"Muhammad et al., 2018",2017,Pakistan002,31.8,70.900000000000006,,,vegetable,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,1.51,0.170398750484569,,2.61,0.290324816475198,,7.96,0.676180601023049,,7.36,0.663990574365255,,1.17,0.087360491879893,,1.17,0.0835507110632539,
,2259,"Muhammad et al., 2018",2017,Pakistan002,31.8,70.900000000000006,,,vegetable,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,1.51,0.170398750484569,,4.99,0.555065453720781,,7.96,0.676180601023049,,8.69,0.783978001526368,,1.17,0.087360491879893,,1.09,0.0778378419307237,
,2260,"Deng et al., 2016",2011,Sudan001,11.5,32.799999999999997,,,cash crop,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,10.7,1.2074613444933,,,,,8,0.679578493490502,,8,0.721728885179625,,1.22,0.0910938462337346,,,,
,2261,"Deng et al., 2016",2011,Sudan001,11.5,32.799999999999997,,,cash crop,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,10.7,1.2074613444933,,,,,8,0.679578493490502,,7.98,0.719924562966676,,1.22,0.0910938462337346,,,,
,2262,"Lashari et al., 2013",2010,41005,34.5,115.5,,,grain,,450,,232.5,,,,,,,,,,,,,0,,,,,,,,,,,,,5.13,0.578904364229032,,5.93,0.6596268818766,,8.25,0.70081532141208,,8.23,0.742478590628539,,1.33,0.0993072258121861,,1.3,0.0928341234036155,
,2263,"Lashari et al., 2014",2010,41005,34.5,115.5,,,grain,,450,,232.5,,,,,,,,,,,,,12,,,,,,,,,,,,,5.13,0.578904364229032,,8.53,0.948839342733119,,8.25,0.70081532141208,,7.94,0.716315918540778,,1.33,0.0993072258121861,,1.21,0.086407145629519,
,2264,"Lashari et al., 2015",2011,41005,34.5,115.5,,,grain,,450,,232.5,,,,,,,,,,,,,0,,,,,,,,,,,,,5.13,0.578904364229032,,6.15,0.684098705487536,,8.25,0.70081532141208,,7.83,0.706392146369558,,1.33,0.0993072258121861,,1.31,0.0935482320451818,
,2265,"Lashari et al., 2016",2011,41005,34.5,115.5,,,grain,,450,,232.5,,,,,,,,,,,,,12,,,,,,,,,,,,,5.13,0.578904364229032,,8.52,0.94772698711444,,8.25,0.70081532141208,,8,0.721728885179625,,1.33,0.0993072258121861,,1.23,0.0878353629126516,
,2266,"Zhang et al., 2012",2009,32006,31.4,119.7,,,grain,,450,,300,,,39,,,,,,,,,,0,,,,,,,,,,,,,23.5,2.65190108370024,,23.2,2.58066503533509,,6.5,0.552157525961033,,6.53,0.589111202527869,,1.01,0.0754137579476,,0.99,0.070696755515061,
,2267,"Zhang et al., 2012",2009,32006,31.4,119.7,,,grain,,450,,300,,,39,,,,,,,,,,10,,,,,,,,,,,,,23.5,2.65190108370024,,27.1,3.01448372661987,,6.5,0.552157525961033,,6.75,0.608958746870309,,1.01,0.0754137579476,,0.96,0.0685544295903622,
,2268,"Zhang et al., 2012",2009,32006,31.4,119.7,,,grain,,450,,300,,,39,,,,,,,,,,20,,,,,,,,,,,,,23.5,2.65190108370024,,29.5,3.28144907510281,,6.5,0.552157525961033,,6.77,0.610763069083258,,1.01,0.0754137579476,,0.91,0.0649838863825308,
,2269,"Zhang et al., 2012",2009,32006,31.4,119.7,,,grain,,450,,300,,,39,,,,,,,,,,40,,,,,,,,,,,,,23.5,2.65190108370024,,36,4.00448022724411,,6.5,0.552157525961033,,6.77,0.610763069083258,,1.01,0.0754137579476,,0.89,0.0635556690993983,
,2270,"Zhang et al., 2012",2010,32006,31.4,119.7,,,grain,,450,,300,,,39,,,,,,,,,,0,,,,,,,,,,,,,23.5,2.65190108370024,,23.5,2.61403570389546,,6.5,0.552157525961033,,6.53,0.589111202527869,,1.01,0.0754137579476,,0.94,0.0671262123072296,
,2271,"Zhang et al., 2012",2010,32006,31.4,119.7,,,grain,,450,,300,,,39,,,,,,,,,,10,,,,,,,,,,,,,23.5,2.65190108370024,,25.7,2.85875394000482,,6.5,0.552157525961033,,6.73,0.60715442465736,,1.01,0.0754137579476,,0.91,0.0649838863825308,
,2272,"Zhang et al., 2012",2010,32006,31.4,119.7,,,grain,,450,,300,,,39,,,,,,,,,,20,,,,,,,,,,,,,23.5,2.65190108370024,,28.9,3.21470773798208,,6.5,0.552157525961033,,6.77,0.610763069083258,,1.01,0.0754137579476,,0.86,0.0614133431746995,
,2273,"Zhang et al., 2012",2010,32006,31.4,119.7,,,grain,,450,,300,,,39,,,,,,,,,,40,,,,,,,,,,,,,23.5,2.65190108370024,,36.1,4.0156037834309,,6.5,0.552157525961033,,6.89,0.621589002360952,,1.01,0.0754137579476,,0.88,0.062841560457832,
,2274,"Arabi et al., 2018",2014,Iran002,37.3,55.4,,,legumes,,,,92.8,,,37,,,,,,,,,,0,,,,,,,,,,,,,8.4,0.947913578854555,,,,,7.7,0.654094299984608,,7.755,0.699625938070999,,1.5,0.112000630615247,,1.59,0.113543274009037,
,2275,"Arabi et al., 2018",2014,Iran002,37.3,55.4,,,legumes,,,,92.8,,,37,,,,,,,,,,2.5,,,,,,,,,,,,,8.4,0.947913578854555,,,,,7.7,0.654094299984608,,7.725,0.696919454751575,,1.5,0.112000630615247,,1.54,0.109972730801206,
,2276,"Arabi et al., 2018",2014,Iran002,37.3,55.4,,,legumes,,,,92.8,,,37,,,,,,,,,,8,,,,,,,,,,,,,8.4,0.947913578854555,,,,,7.7,0.654094299984608,,7.864,0.709459494131572,,1.5,0.112000630615247,,1.53,0.10925862215964,
,2277,"Arabi et al., 2018",2014,Iran002,37.3,55.4,,,legumes,,,,92.8,,,37,,,,,,,,,,16,,,,,,,,,,,,,8.4,0.947913578854555,,,,,7.7,0.654094299984608,,7.875,0.710451871348694,,1.5,0.112000630615247,,1.51,0.107830404876507,
,2278,"Wang et al., 2016",2013,22002,45.6,123.4,,,legumes,,450,,,,,11.5,,,,,,,,,,0,,,,,,,,,,,,,3.6,0.406248676651952,,3.6505,0.40606541859874,,8.75,0.743288977255236,,8.8033,0.794199486862724,,1.6,0.119467339322931,,1.54,0.109972730801206,
,2279,"Wang et al., 2017",2013,22002,45.6,123.4,,,legumes,,450,,,,,11.5,,,,,,,,,,5,,,,,,,,,,,,,3.6,0.406248676651952,,4.6498,0.517223115573324,,8.75,0.743288977255236,,8.84,0.797510418123486,,1.6,0.119467339322931,,1.5153,0.108208882456537,
,2280,"Wang et al., 2018",2013,22002,45.6,123.4,,,legumes,,450,,,,,11.5,,,,,,,,,,10,,,,,,,,,,,,,3.6,0.406248676651952,,4.9979,0.555944214659538,,8.75,0.743288977255236,,8.8467,0.798114866064824,,1.6,0.119467339322931,,1.5147,0.108166035938043,
,2281,"Liu et al., 2018",2012,33003,29.1,120,,,grain,,600,,180,,,27.53,,,,,,,,,,0,,,,,,,,,,,,,22.73781903,2.5658913585803,,25.7,2.85875394000482,,6.16,0.523275439987686,,5.06,0.456493519876113,,1.4,0.104533921907564,,1.016,0.0725534379831333,
,2282,"Liu et al., 2018",2012,33003,29.1,120,,,grain,,600,,180,,,27.53,,,,,,,,,,5,,,,,,,,,,,,,22.73781903,2.5658913585803,,30.2,3.35931396841034,,6.16,0.523275439987686,,5.13,0.462808647621435,,1.4,0.104533921907564,,0.871,0.0621988626804224,
,2283,"Liu et al., 2018",2012,33003,29.1,120,,,grain,,550,,180,,,27.53,,,,,,,,,,10,,,,,,,,,,,,,22.73781903,2.5658913585803,,29.2,3.24807840654245,,6.16,0.523275439987686,,5.16,0.465515130940858,,1.4,0.104533921907564,,0.884,0.0631272039144585,
,2284,"Yan et al., 2019",2013,61008,36.3,111.8,,,grain,,550,,150,,,,,,,,,,,,,0,,,,,,,,,,,,,12,1.35416225550651,,,,,6.4,0.543662794792401,,,,,1.34,0.100053896682954,,,,
,2285,"Yan et al., 2019",2013,61008,36.3,111.8,,,grain,,550,,150,,,,,,,,,,,,,20,,,,,,,,,,,,,12,1.35416225550651,,,,,6.4,0.543662794792401,,,,,1.34,0.100053896682954,,,,
,2286,"Yan et al., 2019",2013,61008,36.3,111.8,,,grain,,550,,150,,,,,,,,,,,,,40,,,,,,,,,,,,,12,1.35416225550651,,,,,6.4,0.543662794792401,,,,,1.34,0.100053896682954,,,,
,2287,"Yan et al., 2019",2013,61008,36.3,111.8,,,grain,,550,,150,,,,,,,,,,,,,60,,,,,,,,,,,,,12,1.35416225550651,,,,,6.4,0.543662794792401,,,,,1.34,0.100053896682954,,,,
,2288,"Yan et al., 2019",2014,61008,36.3,111.8,,,grain,,550,,150,,,,,,,,,,,,,0,,,,,,,,,,,,,12,1.35416225550651,,,,,6.4,0.543662794792401,,,,,1.34,0.100053896682954,,,,
,2289,"Yan et al., 2019",2014,61008,36.3,111.8,,,grain,,550,,150,,,,,,,,,,,,,20,,,,,,,,,,,,,12,1.35416225550651,,,,,6.4,0.543662794792401,,,,,1.34,0.100053896682954,,,,
,2290,"Yan et al., 2019",2014,61008,36.3,111.8,,,grain,,550,,150,,,,,,,,,,,,,40,,,,,,,,,,,,,12,1.35416225550651,,,,,6.4,0.543662794792401,,,,,1.34,0.100053896682954,,,,
,2291,"Yan et al., 2019",2014,61008,36.3,111.8,,,grain,,550,,150,,,,,,,,,,,,,60,,,,,,,,,,,,,12,1.35416225550651,,,,,6.4,0.543662794792401,,,,,1.34,0.100053896682954,,,,
,2292,"You et al., 2019",2016,36005,34.8,115,,,legumes,,775,,,,,5.5,,,,,,,,,,0,,,,,,,,,,,,,10,1.12846854625542,,,,,8.8,0.747536342839552,,8.75,0.789390968165215,,1.39,0.103787251036796,,1.373,0.0980471164870493,
,2293,"You et al., 2020",2016,36005,34.8,115,,,legumes,,775,,,,,5.5,,,,,,,,,,20,,,,,,,,,,,,,10,1.12846854625542,,,,,8.8,0.747536342839552,,8.551,0.771437962146372,,1.39,0.103787251036796,,1.317,0.0940481080942781,
,2294,"You et al., 2021",2016,36005,34.8,115,,,legumes,,775,,,,,5.5,,,,,,,,,,40,,,,,,,,,,,,,10,1.12846854625542,,,,,8.8,0.747536342839552,,8.45,0.762326134970979,,1.39,0.103787251036796,,1.232,0.0879781846409648,
,2295,"You et al., 2022",2016,36005,34.8,115,,,legumes,,775,,,,,5.5,,,,,,,,,,60,,,,,,,,,,,,,10,1.12846854625542,,,,,8.8,0.747536342839552,,8.151,0.73535151788739,,1.39,0.103787251036796,,1.209,0.0863357347653624,
,2296,"Koyama & Hayashi, 2019",2013,Japan001,36.2,140.19999999999999,,,grain,,375,,80,,,,,,,,,,,,,0,,,,,,,,,,,,,20.2,2.27950646343595,,,,,6.63,0.563200676480253,,6.62,0.59723065248614,,0.69,0.0515202900830138,,0.88,0.062841560457832,
,2297,"Koyama & Hayashi, 2019",2013,Japan001,36.2,140.19999999999999,,,grain,,375,,80,,,,,,,,,,,,,10,,,,,,,,,,,,,20.2,2.27950646343595,,,,,6.63,0.563200676480253,,6.68,0.602643619124987,,0.69,0.0515202900830138,,0.83,0.0592710172500006,
,2298,"Koyama & Hayashi, 2019",2013,Japan001,36.2,140.19999999999999,,,grain,,375,,80,,,,,,,,,,,,,20,,,,,,,,,,,,,20.2,2.27950646343595,,,,,6.63,0.563200676480253,,6.63,0.598132813592614,,0.69,0.0515202900830138,,0.82,0.0585569086084344,
,2299,"Koyama & Hayashi, 2019",2013,Japan001,36.2,140.19999999999999,,,grain,,375,,80,,,,,,,,,,,,,40,,,,,,,,,,,,,20.2,2.27950646343595,,,,,6.63,0.563200676480253,,6.6,0.595426330273191,,0.69,0.0515202900830138,,0.79,0.0564145826837356,
,2300,"Koyama & Hayashi, 2019",2013,Japan001,36.2,140.19999999999999,,,grain,,,,80,,,,,,,,,,,,,20,,,,,,,,,,,,,20.2,2.27950646343595,,,,,6.63,0.563200676480253,,6.61,0.596328491379665,,0.69,0.0515202900830138,,0.76,0.0542722567590367,
,2301,"Koyama & Hayashi, 2019",2014,Japan001,36.2,140.19999999999999,,,grain,,375,,80,,,,,,,,,,,,,0,,,,,,,,,,,,,20.2,2.27950646343595,,,,,6.63,0.563200676480253,,6.7,0.604447941337936,,0.69,0.0515202900830138,,0.86,0.0614133431746995,
,2302,"Koyama & Hayashi, 2019",2014,Japan001,36.2,140.19999999999999,,,grain,,375,,80,,,,,,,,,,,,,10,,,,,,,,,,,,,20.2,2.27950646343595,,,,,6.63,0.563200676480253,,6.73,0.60715442465736,,0.69,0.0515202900830138,,0.79,0.0564145826837356,
,2303,"Koyama & Hayashi, 2019",2014,Japan001,36.2,140.19999999999999,,,grain,,375,,80,,,,,,,,,,,,,20,,,,,,,,,,,,,20.2,2.27950646343595,,,,,6.63,0.563200676480253,,6.7,0.604447941337936,,0.69,0.0515202900830138,,0.8,0.0571286913253018,
,2304,"Koyama & Hayashi, 2019",2014,Japan001,36.2,140.19999999999999,,,grain,,375,,80,,,,,,,,,,,,,40,,,,,,,,,,,,,20.2,2.27950646343595,,,,,6.63,0.563200676480253,,6.66,0.600839296912038,,0.69,0.0515202900830138,,0.77,0.054986365400603,
,2305,"Koyama & Hayashi, 2019",2014,Japan001,36.2,140.19999999999999,,,grain,,,,80,,,,,,,,,,,,,20,,,,,,,,,,,,,20.2,2.27950646343595,,,,,6.63,0.563200676480253,,6.74,0.608056585763834,,0.69,0.0515202900830138,,0.78,0.0557004740421693,
,2306,"Korai et al., 2018",2015,32007,31.5,120.6,,,grain,,450,,337.5,,,,,,,,,,,,,0,,,,,,,,,,,,,16.2,1.82811904493379,,,,,7.3,0.620115375310083,,8.98,0.810140673614129,,1.2,0.089600504492198,,1.01,0.0721249727981936,
,2307,"Korai et al., 2018",2015,32007,31.5,120.6,,,grain,,450,,337.5,,,,,,,,,,,,,20,,,,,,,,,,,,,16.2,1.82811904493379,,,,,7.3,0.620115375310083,,10.12,0.912987039752226,,1.2,0.089600504492198,,1.06,0.0756955160060249,
,2308,"Korai et al., 2018",2015,32007,31.5,120.6,,,grain,,450,,337.5,,,,,,,,,,,,,0,,,,,,,,,,,,,16.2,1.82811904493379,,,,,7.3,0.620115375310083,,9.69,0.874194112173821,,1.2,0.089600504492198,,1.04,0.0742672987228924,
,2309,"Korai et al., 2018",2015,32007,31.5,120.6,,,grain,,450,,337.5,,,,,,,,,,,,,20,,,,,,,,,,,,,16.2,1.82811904493379,,,,,7.3,0.620115375310083,,10.47,0.944562678478834,,1.2,0.089600504492198,,1.11,0.0792660592138563,
,2310,"Korai et al., 2018",2015,32007,31.5,120.6,,,grain,,450,,412.5,,,,,,,,,,,,,0,,,,,,,,,,,,,16.2,1.82811904493379,,,,,7.3,0.620115375310083,,8.97,0.809238512507655,,1.2,0.089600504492198,,1.02,0.0728390814397598,
,2311,"Korai et al., 2018",2015,32007,31.5,120.6,,,grain,,450,,412.5,,,,,,,,,,,,,20,,,,,,,,,,,,,16.2,1.82811904493379,,,,,7.3,0.620115375310083,,10.25,0.924715134136395,,1.2,0.089600504492198,,1.04,0.0742672987228924,
,2312,"Korai et al., 2018",2015,32007,31.5,120.6,,,grain,,400,,412.5,,,,,,,,,,,,,0,,,,,,,,,,,,,16.2,1.82811904493379,,,,,7.3,0.620115375310083,,9.81,0.885020045451515,,1.2,0.089600504492198,,1.07,0.0764096246475912,
,2313,"Korai et al., 2018",2015,32007,31.5,120.6,,,grain,,450,,412.5,,,,,,,,,,,,,20,,,,,,,,,,,,,16.2,1.82811904493379,,,,,7.3,0.620115375310083,,10.69,0.964410222821274,,1.2,0.089600504492198,,1.1,0.07855195057229,
,2314,"Sarma et al., 2017",2013,India003,26.2,92.8,,,grain,,400,,0,,,14.01,,,,,,,,,,0,,,,,,,,,,,,,12.1,1.36544694096906,,11.9,1.32370318622791,,5.67,0.481651257261393,,5.69,0.513329669584008,,1.11,0.0828804666552832,,1.14,0.0814083851385551,
,2315,"Sarma et al., 2017",2013,India003,26.2,92.8,,,grain,,400,,0,,,14.01,,,,,,,,,,5,,,,,,,,,,,,,12.1,1.36544694096906,,13.65,1.51836541949673,,5.67,0.481651257261393,,6.01,0.542198824991193,,1.11,0.0828804666552832,,1.06,0.0756955160060249,
,2316,"Sarma et al., 2017",2013,India003,26.2,92.8,,,grain,,400,,80,,,14.01,,,,,,,,,,5,,,,,,,,,,,,,12.1,1.36544694096906,,13.55,1.50724186330994,,5.67,0.481651257261393,,5.84,0.526862086181126,,1.11,0.0828804666552832,,1.06,0.0756955160060249,
,2317,"Sarma et al., 2017",2013,India003,26.2,92.8,,,grain,,400,,40,,,14.01,,,,,,,,,,5,,,,,,,,,,,,,12.1,1.36544694096906,,13.95,1.55173608805709,,5.67,0.481651257261393,,5.98,0.53949234167177,,1.11,0.0828804666552832,,1.04,0.0742672987228924,
,2318,"Wacal et al., 2019",2017,Japan002,35.5,134.1,,,cash crop,,,,70,,,,,,,,,,,,,0,,,,,,,,,,,,,20.2,2.27950646343595,,,,,5.39,0.457866009989226,,5.65,0.50972102515811,,1.27,0.0948272005875762,,1.09365,0.0780984915848954,
,2319,"Wacal et al., 2019",2017,Japan002,35.5,134.1,,,cash crop,,,,70,,,,,,,,,,,,,20,,,,,,,,,,,,,20.2,2.27950646343595,,,,,5.39,0.457866009989226,,5.52,0.497992930773941,,1.27,0.0948272005875762,,1.01429,0.0724313254054255,
,2320,"Wacal et al., 2019",2017,Japan002,35.5,134.1,,,cash crop,,,,70,,,,,,,,,,,,,50,,,,,,,,,,,,,20.2,2.27950646343595,,,,,5.39,0.457866009989226,,5.97,0.538590180565295,,1.27,0.0948272005875762,,0.97619,0.069710571481058,
,2321,"Wacal et al., 2019",2017,Japan002,35.5,134.1,,,cash crop,,,,70,,,,,,,,,,,,,100,,,,,,,,,,,,,20.2,2.27950646343595,,,,,5.39,0.457866009989226,,6.38,0.575578785930751,,0.71469798,0.0533644163062957,,0.760317,0.0542948940029744,
,2322,"Nelissen et al., 2015",2012,Belgium001,51,3.8,,,grain,,480,,70,,,5.4,,,,,,,,,,0,,,,,,,,,,,,,7.1,0.80121266784135,,,,,6.9,0.586136450635558,,6.39,0.576480947037226,,1.47,0.109760618002943,,1.46,0.104259861668676,
,2323,"Nelissen et al., 2015",2012,Belgium001,51,3.8,,,grain,,480,,70,,,5.4,,,,,,,,,,20,,,,,,,,,,,,,7.1,0.80121266784135,,,,,6.9,0.586136450635558,,6.39,0.576480947037226,,1.47,0.109760618002943,,1.4,0.0999752098192782,
,2324,"Nelissen et al., 2015",2013,Belgium001,51,3.8,,,grain,,480,,70,,,5.4,,,,,,,,,,0,,,,,,,,,,,,,7.1,0.80121266784135,,,,,6.9,0.586136450635558,,6.5,0.586404719208445,,1.47,0.109760618002943,,,,
,2325,"Nelissen et al., 2015",2013,Belgium001,51,3.8,,,grain,,480,,70,,,5.4,,,,,,,,,,20,,,,,,,,,,,,,7.1,0.80121266784135,,,,,6.9,0.586136450635558,,6.36,0.573774463717802,,1.47,0.109760618002943,,,,
,2326,"Li et al., 2018",2013,15007,40.3,111.8,,,vegetable,,450,,616.64,,,19.399999999999999,,,,,,,,,,0,,,,,,,,,,,,,1.45,0.163627939207036,,,,,8.4,0.713557418165027,,,,,1.54,0.114987314098321,,1.52069,0.108593787014342,
